2.38	0.02	0.0145307691309551	4.21539050327664e-05
2.42	0.02	0.0146027568125086	3.32457100137827e-05
2.46	0.02	0.014648801655724	3.20224912756659e-05
2.5	    0.02	0.0146644212646079	3.25221558408813e-05
2.54	0.02	0.0146771700237999	3.10315972747602e-05
2.58	0.02	0.0146910220094908	2.90393195801861e-05
2.62	0.02	0.0146914134699515	2.83989540740381e-05
2.66	0.02	0.0147616962586072	2.7785594820455e-05
2.7	    0.02	0.0147357213663865	2.80828118569185e-05
2.74	0.02	0.0147567575420506	3.05309632752344e-05
2.78	0.02	0.0147412519600606	2.84604575910629e-05
2.82	0.02	0.0147288084086493	2.81926690414748e-05
2.86	0.02	0.014729120318885	2.88473926402001e-05
2.9	    0.02	0.0147449946479754	2.78139565148593e-05
2.94	0.02	0.0147428460907116	2.68981532432459e-05
2.98	0.02	0.0147395324244846	2.81614559477797e-05
3.02	0.02	0.0146743923104974	2.86000664841423e-05
3.06	0.02	0.0146631397119581	2.63362096038086e-05
3.1	    0.02	0.0146360243230661	2.73413013786008e-05
3.14	0.02	0.0146461797204595	2.66480658608146e-05
3.18	0.02	0.0145760864220966	2.81176653939055e-05
3.22	0.02	0.0145890906921479	2.83011170808906e-05
3.26	0.02	0.0145371902950553	2.59079782139344e-05
3.3	    0.02	0.0145752915697028	2.62961313951589e-05
3.34	0.02	0.014552685725062	2.5522093413069e-05
3.38	0.02	0.0145452716292694	2.65358111440625e-05
3.42	0.02	0.0145356408615098	2.69812649707366e-05
3.46	0.02	0.0145449335629321	2.75241649716222e-05
3.5	    0.02	0.0145479818069859	2.92059546112328e-05
3.54	0.02	0.0145049036666528	3.02064735421995e-05
3.58	0.02	0.014468672770275	2.80710730193883e-05
3.62	0.02	0.0144901712612717	2.95171770566719e-05
3.66	0.02	0.0144484816071942	2.81941634018583e-05
3.7	    0.02	0.0144605634111894	3.15363523695821e-05
3.74	0.02	0.0144276031753304	2.92334723714277e-05
3.78	0.02	0.014463552140467	2.92519621967123e-05
3.82	0.02	0.0144557376188161	2.9810808487152e-05
3.86	0.01	0.014434278186759	3.17051766548722e-05
3.89	0.01	0.0144324221630145	3.90787897166382e-05
3.91	0.01	0.0144186587515445	3.15633764317298e-05
3.93	0.01	0.0144204369374798	2.88464052820861e-05
3.95	0.01	0.0144560475402436	3.05306535310531e-05
3.97	0.01	0.0144638997192852	3.10254125917463e-05
3.99	0.01	0.0144161344228606	3.68966849620778e-05
4.02	0.02	0.0144354009508806	2.99108730786511e-05
4.06	0.02	0.0144900233585092	2.99349103001102e-05
4.1	    0.02	0.0144774756291578	3.17921504146837e-05
4.14	0.02	0.0144648074026065	3.27333415661896e-05
4.18	0.02	0.0144972128119139	3.27653345253903e-05
4.22	0.02	0.0145765261517009	3.52197926910072e-05
4.26	0.02	0.0146416892336323	3.54890256915024e-05
4.3	    0.02	0.0146475884407448	3.56945566927854e-05
4.34	0.02	0.0146890929509321	3.74233960795719e-05
4.38	0.02	0.0146730961593138	3.81229210883002e-05
4.42	0.02	0.0146827542050666	4.03379618058456e-05
4.46	0.02	0.0146050437318245	4.09939111664698e-05
4.5	    0.02	0.0146122963550553	4.07244531967166e-05
4.54	0.02	0.0146049385146814	4.22940939623901e-05
4.58	0.02	0.014588865582721	4.55649058789372e-05
4.62	0.02	0.014516963947982	4.28523828314916e-05
4.66	0.02	0.014576482114484	4.36667461589126e-05
4.7	    0.02	0.0145185546768566	4.29390288515809e-05
4.74	0.02	0.0145838451911467	4.44933867305668e-05
4.78	0.02	0.0145660103064169	4.91585021716732e-05
4.82	0.02	0.0145769496209984	4.95230351295066e-05
4.86	0.02	0.0145304178591711	5.2005034765569e-05
4.9	    0.02	0.0145697326309622	5.27913591529281e-05
4.94	0.02	0.0145529623975976	5.73166149036017e-05
4.98	0.02	0.0145617671325196	6.14985835061564e-05
